"소재지(시군구)별(1)","소재지(시군구)별(2)","항목",시점,데이터
"경기도","의정부시","집행비율 (%)",2013,65.33
"경기도","의정부시","집행비율 (%)",2014,65.33
"경기도","의정부시","집행비율 (%)",2015,60.77
"경기도","의정부시","집행비율 (%)",2016,0.00
"경기도","의정부시","집행비율 (%)",2017,0.00
"경기도","의정부시","집행비율 (%)",2018,0.00
"경기도","의정부시","집행비율 (%)",2019,0.00
"경기도","의정부시","집행비율 (%)",2020,0.00
"경기도","의정부시","집행비율 (%)",2021,0.00
"경기도","의정부시","미집행면적 (㎡)",2013,68075
"경기도","의정부시","미집행면적 (㎡)",2014,68075
"경기도","의정부시","미집행면적 (㎡)",2015,82831
"경기도","의정부시","미집행면적 (㎡)",2016,67224
"경기도","의정부시","미집행면적 (㎡)",2017,67224
"경기도","의정부시","미집행면적 (㎡)",2018,54029
"경기도","의정부시","미집행면적 (㎡)",2019,27174
"경기도","의정부시","미집행면적 (㎡)",2020,27174
"경기도","의정부시","미집행면적 (㎡)",2021,13174
"경기도","의정부시","미집행면적 (㎡)",2022,655
"경기도","의정부시","추정사업비계 (백만원)",2013,14018
"경기도","의정부시","추정사업비계 (백만원)",2014,14018
"경기도","의정부시","추정사업비계 (백만원)",2015,14018
"경기도","의정부시","추정사업비계 (백만원)",2016,10953
"경기도","의정부시","추정사업비계 (백만원)",2017,10953
"경기도","의정부시","추정사업비계 (백만원)",2018,9729
"경기도","의정부시","추정사업비계 (백만원)",2019,33967
"경기도","의정부시","추정사업비계 (백만원)",2020,33967
"경기도","의정부시","추정사업비계 (백만원)",2021,14977
"경기도","의정부시","추정사업비계 (백만원)",2022,1568
"경기도","광명시","(부분)미집행결정면적 (㎡)",2013,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2014,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2015,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2016,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2017,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2018,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2019,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2020,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2021,23493
"경기도","광명시","(부분)미집행결정면적 (㎡)",2022,23493
"경기도","광명시","집행면적 (㎡)",2013,0
"경기도","광명시","집행면적 (㎡)",2014,0
"경기도","광명시","집행면적 (㎡)",2015,0
"경기도","광명시","집행면적 (㎡)",2016,0
"경기도","광명시","집행면적 (㎡)",2017,0
"경기도","광명시","집행면적 (㎡)",2018,0
"경기도","광명시","집행면적 (㎡)",2019,0
"경기도","광명시","집행면적 (㎡)",2020,0
"경기도","광명시","집행면적 (㎡)",2021,0
"경기도","광명시","집행비율 (%)",2013,0.00
"경기도","광명시","집행비율 (%)",2014,0.00
"경기도","광명시","집행비율 (%)",2015,0.00
"경기도","광명시","집행비율 (%)",2016,0.00
"경기도","광명시","집행비율 (%)",2017,0.00
"경기도","광명시","집행비율 (%)",2018,0.00
"경기도","광명시","집행비율 (%)",2019,0.00
"경기도","광명시","집행비율 (%)",2020,0.00
"경기도","광명시","집행비율 (%)",2021,0.00
"경기도","광명시","미집행면적 (㎡)",2013,23493
"경기도","광명시","미집행면적 (㎡)",2014,23493
"경기도","광명시","미집행면적 (㎡)",2015,23493
"경기도","광명시","미집행면적 (㎡)",2016,23493
"경기도","광명시","미집행면적 (㎡)",2017,23493
"경기도","광명시","미집행면적 (㎡)",2018,23493
"경기도","광명시","미집행면적 (㎡)",2019,23493
"경기도","광명시","미집행면적 (㎡)",2020,23493
"경기도","광명시","미집행면적 (㎡)",2021,23493
"경기도","광명시","미집행면적 (㎡)",2022,23493
"경기도","광명시","추정사업비계 (백만원)",2013,44238
"경기도","광명시","추정사업비계 (백만원)",2014,44238
"경기도","광명시","추정사업비계 (백만원)",2015,44238
"경기도","광명시","추정사업비계 (백만원)",2016,44238
"경기도","광명시","추정사업비계 (백만원)",2017,44238
"경기도","광명시","추정사업비계 (백만원)",2018,44238
"경기도","광명시","추정사업비계 (백만원)",2019,44238
"경기도","광명시","추정사업비계 (백만원)",2020,44238
"경기도","광명시","추정사업비계 (백만원)",2021,44238
"경기도","광명시","추정사업비계 (백만원)",2022,44238
"경기도","김포시","(부분)미집행결정면적 (㎡)",2013,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2014,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2015,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2016,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2017,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2018,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2019,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2020,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2021,25800
"경기도","김포시","(부분)미집행결정면적 (㎡)",2022,25800
"경기도","김포시","집행면적 (㎡)",2013,0
"경기도","김포시","집행면적 (㎡)",2014,0
"경기도","김포시","집행면적 (㎡)",2015,0
"경기도","김포시","집행면적 (㎡)",2016,0
"경기도","김포시","집행면적 (㎡)",2017,0
"경기도","김포시","집행면적 (㎡)",2018,0
"경기도","김포시","집행면적 (㎡)",2019,0
"경기도","김포시","집행면적 (㎡)",2020,0
"경기도","김포시","집행면적 (㎡)",2021,0
"경기도","김포시","집행비율 (%)",2013,0.00
"경기도","김포시","집행비율 (%)",2014,0.00
"경기도","김포시","집행비율 (%)",2015,0.00
"경기도","김포시","집행비율 (%)",2016,0.00
"경기도","김포시","집행비율 (%)",2017,0.00
"경기도","김포시","집행비율 (%)",2018,0.00
"경기도","김포시","집행비율 (%)",2019,0.00
"경기도","김포시","집행비율 (%)",2020,0.00
"경기도","김포시","집행비율 (%)",2021,0.00
"경기도","김포시","미집행면적 (㎡)",2013,25800
"경기도","김포시","미집행면적 (㎡)",2014,25800
"경기도","김포시","미집행면적 (㎡)",2015,25800
"경기도","김포시","미집행면적 (㎡)",2016,25800
"경기도","김포시","미집행면적 (㎡)",2017,25800
"경기도","김포시","미집행면적 (㎡)",2018,25800
"경기도","김포시","미집행면적 (㎡)",2019,25800
"경기도","김포시","미집행면적 (㎡)",2020,25800
"경기도","김포시","미집행면적 (㎡)",2021,25800
"경기도","김포시","미집행면적 (㎡)",2022,25800
"경기도","김포시","추정사업비계 (백만원)",2013,23188
"경기도","김포시","추정사업비계 (백만원)",2014,23188
"경기도","김포시","추정사업비계 (백만원)",2015,23188
"경기도","김포시","추정사업비계 (백만원)",2016,23188
"경기도","김포시","추정사업비계 (백만원)",2017,23188
"경기도","김포시","추정사업비계 (백만원)",2018,23188
"경기도","김포시","추정사업비계 (백만원)",2019,23188
"경기도","김포시","추정사업비계 (백만원)",2020,23188
"경기도","김포시","추정사업비계 (백만원)",2021,23188
"경기도","김포시","추정사업비계 (백만원)",2022,23188
"경기도","광주시","(부분)미집행결정면적 (㎡)",2013,209431
"경기도","광주시","(부분)미집행결정면적 (㎡)",2014,235356
"경기도","광주시","(부분)미집행결정면적 (㎡)",2015,235356
"경기도","광주시","(부분)미집행결정면적 (㎡)",2016,257938
"경기도","광주시","(부분)미집행결정면적 (㎡)",2017,218348
"경기도","광주시","(부분)미집행결정면적 (㎡)",2018,228646
"경기도","광주시","(부분)미집행결정면적 (㎡)",2019,231736
"경기도","광주시","(부분)미집행결정면적 (㎡)",2020,216488
"경기도","광주시","(부분)미집행결정면적 (㎡)",2021,185728
"경기도","광주시","(부분)미집행결정면적 (㎡)",2022,175913
"경기도","광주시","집행면적 (㎡)",2013,22822
"경기도","광주시","집행면적 (㎡)",2014,22822
"경기도","광주시","집행면적 (㎡)",2015,22822
"경기도","광주시","집행면적 (㎡)",2016,112048
"경기도","광주시","집행면적 (㎡)",2017,93571
"경기도","광주시","집행면적 (㎡)",2018,107554
"경기도","광주시","집행면적 (㎡)",2019,107554
"경기도","광주시","집행면적 (㎡)",2020,92307
"경기도","광주시","집행면적 (㎡)",2021,83833
"경기도","광주시","집행면적 (㎡)",2022,74274
"경기도","광주시","집행비율 (%)",2013,10.90
"경기도","광주시","집행비율 (%)",2014,9.70
"경기도","광주시","집행비율 (%)",2015,9.70
"경기도","광주시","집행비율 (%)",2016,43.44
"경기도","광주시","집행비율 (%)",2017,42.85
"경기도","광주시","집행비율 (%)",2018,47.04
"경기도","광주시","집행비율 (%)",2019,46.41
"경기도","광주시","집행비율 (%)",2020,42.64
"경기도","광주시","집행비율 (%)",2021,45.14
"경기도","광주시","집행비율 (%)",2022,42.22
"경기도","광주시","미집행면적 (㎡)",2013,186609
"경기도","광주시","미집행면적 (㎡)",2014,212534
"경기도","광주시","미집행면적 (㎡)",2015,212534
"경기도","광주시","미집행면적 (㎡)",2016,145890
"경기도","광주시","미집행면적 (㎡)",2017,124777
"경기도","광주시","미집행면적 (㎡)",2018,121092
"경기도","광주시","미집행면적 (㎡)",2019,124182
"경기도","광주시","미집행면적 (㎡)",2020,124181
"경기도","광주시","미집행면적 (㎡)",2021,101895
"경기도","광주시","미집행면적 (㎡)",2022,101639
"경기도","광주시","추정사업비계 (백만원)",2013,134416
"경기도","광주시","추정사업비계 (백만원)",2014,134416
"경기도","광주시","추정사업비계 (백만원)",2015,134416
"경기도","광주시","추정사업비계 (백만원)",2016,98857
"경기도","광주시","추정사업비계 (백만원)",2017,87365
"경기도","광주시","추정사업비계 (백만원)",2018,75058
"경기도","광주시","추정사업비계 (백만원)",2019,84574
"경기도","광주시","추정사업비계 (백만원)",2020,84573
"경기도","광주시","추정사업비계 (백만원)",2021,66503
"경기도","광주시","추정사업비계 (백만원)",2022,66476
"경기도","양주시","(부분)미집행결정면적 (㎡)",2013,933029
"경기도","양주시","(부분)미집행결정면적 (㎡)",2014,941999
"경기도","양주시","(부분)미집행결정면적 (㎡)",2015,963900
"경기도","양주시","(부분)미집행결정면적 (㎡)",2016,99893
"경기도","양주시","(부분)미집행결정면적 (㎡)",2017,99791
"경기도","양주시","(부분)미집행결정면적 (㎡)",2018,146108
"경기도","양주시","(부분)미집행결정면적 (㎡)",2019,146041
"경기도","양주시","(부분)미집행결정면적 (㎡)",2020,159262
"경기도","양주시","(부분)미집행결정면적 (㎡)",2021,132695
"경기도","양주시","(부분)미집행결정면적 (㎡)",2022,132695
"경기도","양주시","집행면적 (㎡)",2013,87194
"경기도","양주시","집행면적 (㎡)",2014,87194
"경기도","양주시","집행면적 (㎡)",2015,87194
"경기도","양주시","집행면적 (㎡)",2016,0
"경기도","양주시","집행면적 (㎡)",2017,0
"경기도","양주시","집행면적 (㎡)",2018,0
"경기도","양주시","집행면적 (㎡)",2019,0
"경기도","양주시","집행면적 (㎡)",2020,12678
"경기도","양주시","집행면적 (㎡)",2021,12678
"경기도","양주시","집행면적 (㎡)",2022,12678
"경기도","양주시","집행비율 (%)",2013,9.35
"경기도","양주시","집행비율 (%)",2014,9.26
"경기도","양주시","집행비율 (%)",2015,9.05
"경기도","양주시","집행비율 (%)",2016,0.00
"경기도","양주시","집행비율 (%)",2017,0.00
"경기도","양주시","집행비율 (%)",2018,0.00
"경기도","양주시","집행비율 (%)",2019,0.00
"경기도","양주시","집행비율 (%)",2020,7.96
"경기도","양주시","집행비율 (%)",2021,9.55
"경기도","양주시","집행비율 (%)",2022,9.55
"경기도","양주시","미집행면적 (㎡)",2013,845835
"경기도","양주시","미집행면적 (㎡)",2014,854805
"경기도","양주시","미집행면적 (㎡)",2015,876706
"경기도","양주시","미집행면적 (㎡)",2016,99893
"경기도","양주시","미집행면적 (㎡)",2017,99791
"경기도","양주시","미집행면적 (㎡)",2018,146108
"경기도","양주시","미집행면적 (㎡)",2019,146041
"경기도","양주시","미집행면적 (㎡)",2020,146584
"경기도","양주시","미집행면적 (㎡)",2021,120017
"경기도","양주시","미집행면적 (㎡)",2022,120017
"경기도","양주시","추정사업비계 (백만원)",2013,0
"경기도","양주시","추정사업비계 (백만원)",2014,0
"경기도","양주시","추정사업비계 (백만원)",2015,0
"경기도","양주시","추정사업비계 (백만원)",2016,174385
"경기도","양주시","추정사업비계 (백만원)",2017,157503
"경기도","양주시","추정사업비계 (백만원)",2018,313902
"경기도","양주시","추정사업비계 (백만원)",2019,309700
"경기도","양주시","추정사업비계 (백만원)",2020,310446
"경기도","양주시","추정사업비계 (백만원)",2021,254762
"경기도","양주시","추정사업비계 (백만원)",2022,254762
"경기도","오산시","(부분)미집행결정면적 (㎡)",2013,26000
"경기도","오산시","(부분)미집행결정면적 (㎡)",2014,66037
"경기도","오산시","(부분)미집행결정면적 (㎡)",2015,66034
"경기도","오산시","(부분)미집행결정면적 (㎡)",2016,78036
"경기도","오산시","(부분)미집행결정면적 (㎡)",2017,78036
"경기도","오산시","(부분)미집행결정면적 (㎡)",2018,78036
"경기도","오산시","(부분)미집행결정면적 (㎡)",2019,76031
"경기도","오산시","(부분)미집행결정면적 (㎡)",2020,76031
"경기도","오산시","(부분)미집행결정면적 (㎡)",2021,76031
"경기도","오산시","(부분)미집행결정면적 (㎡)",2022,76031
"경기도","오산시","집행면적 (㎡)",2013,0
"경기도","오산시","집행면적 (㎡)",2014,0
"경기도","오산시","집행면적 (㎡)",2015,0
"경기도","오산시","집행면적 (㎡)",2016,0
"경기도","오산시","집행면적 (㎡)",2017,0
"경기도","오산시","집행면적 (㎡)",2018,0
"경기도","오산시","집행면적 (㎡)",2019,0
"경기도","오산시","집행면적 (㎡)",2020,0
"경기도","오산시","집행면적 (㎡)",2021,0
"경기도","오산시","집행비율 (%)",2013,0.00
"경기도","오산시","집행비율 (%)",2014,0.00
"경기도","오산시","집행비율 (%)",2015,0.00
"경기도","오산시","집행비율 (%)",2016,0.00
"경기도","오산시","집행비율 (%)",2017,0.00
"경기도","오산시","집행비율 (%)",2018,0.00
"경기도","오산시","집행비율 (%)",2019,0.00
"경기도","오산시","집행비율 (%)",2020,0.00
"경기도","오산시","집행비율 (%)",2021,0.00
"경기도","오산시","미집행면적 (㎡)",2013,26000
"경기도","오산시","미집행면적 (㎡)",2014,66037
"경기도","오산시","미집행면적 (㎡)",2015,66034
"경기도","오산시","미집행면적 (㎡)",2016,78036
"경기도","오산시","미집행면적 (㎡)",2017,78036
"경기도","오산시","미집행면적 (㎡)",2018,78036
"경기도","오산시","미집행면적 (㎡)",2019,76031
"경기도","오산시","미집행면적 (㎡)",2020,76031
"경기도","오산시","미집행면적 (㎡)",2021,76031
"경기도","오산시","미집행면적 (㎡)",2022,76031
"경기도","오산시","추정사업비계 (백만원)",2013,16414
"경기도","오산시","추정사업비계 (백만원)",2014,32306
"경기도","오산시","추정사업비계 (백만원)",2015,32306
"경기도","오산시","추정사업비계 (백만원)",2016,38992
"경기도","오산시","추정사업비계 (백만원)",2017,38992
"경기도","오산시","추정사업비계 (백만원)",2018,38992
"경기도","오산시","추정사업비계 (백만원)",2019,38132
"경기도","오산시","추정사업비계 (백만원)",2020,38132
"경기도","오산시","추정사업비계 (백만원)",2021,38132
"경기도","오산시","추정사업비계 (백만원)",2022,38132
"경기도","구리시","(부분)미집행결정면적 (㎡)",2013,102741
"경기도","구리시","(부분)미집행결정면적 (㎡)",2014,139362
"경기도","구리시","(부분)미집행결정면적 (㎡)",2015,139362
"경기도","구리시","(부분)미집행결정면적 (㎡)",2016,139362
"경기도","구리시","(부분)미집행결정면적 (㎡)",2017,113677
"경기도","구리시","(부분)미집행결정면적 (㎡)",2018,113677
"경기도","구리시","(부분)미집행결정면적 (㎡)",2019,102388
"경기도","구리시","(부분)미집행결정면적 (㎡)",2020,46227
"경기도","구리시","(부분)미집행결정면적 (㎡)",2021,46227
"경기도","구리시","(부분)미집행결정면적 (㎡)",2022,22400
"경기도","구리시","집행면적 (㎡)",2013,0
"경기도","구리시","집행면적 (㎡)",2014,28203
"경기도","구리시","집행면적 (㎡)",2015,28203
"경기도","구리시","집행면적 (㎡)",2016,28203
"경기도","구리시","집행면적 (㎡)",2017,9036
"경기도","구리시","집행면적 (㎡)",2018,9036
"경기도","구리시","집행면적 (㎡)",2019,9036
"경기도","구리시","집행면적 (㎡)",2020,0
"경기도","구리시","집행면적 (㎡)",2021,0
"경기도","구리시","집행비율 (%)",2013,0.00
"경기도","구리시","집행비율 (%)",2014,20.24
"경기도","구리시","집행비율 (%)",2015,20.24
"경기도","구리시","집행비율 (%)",2016,20.24
"경기도","구리시","집행비율 (%)",2017,7.95
"경기도","구리시","집행비율 (%)",2018,7.95
"경기도","구리시","집행비율 (%)",2019,8.83
"경기도","구리시","집행비율 (%)",2020,0.00
"경기도","구리시","집행비율 (%)",2021,0.00
"경기도","구리시","미집행면적 (㎡)",2013,102741
"경기도","구리시","미집행면적 (㎡)",2014,111159
"경기도","구리시","미집행면적 (㎡)",2015,111159
"경기도","구리시","미집행면적 (㎡)",2016,111159
"경기도","구리시","미집행면적 (㎡)",2017,104641
"경기도","구리시","미집행면적 (㎡)",2018,104641
"경기도","구리시","미집행면적 (㎡)",2019,93352
"경기도","구리시","미집행면적 (㎡)",2020,46227
"경기도","구리시","미집행면적 (㎡)",2021,46227
"경기도","구리시","미집행면적 (㎡)",2022,22400
"경기도","구리시","추정사업비계 (백만원)",2013,78822
"경기도","구리시","추정사업비계 (백만원)",2014,79372
"경기도","구리시","추정사업비계 (백만원)",2015,77845
"경기도","구리시","추정사업비계 (백만원)",2016,77845
"경기도","구리시","추정사업비계 (백만원)",2017,87180
"경기도","구리시","추정사업비계 (백만원)",2018,93952
"경기도","구리시","추정사업비계 (백만원)",2019,78697
"경기도","구리시","추정사업비계 (백만원)",2020,47418
"경기도","구리시","추정사업비계 (백만원)",2021,47418
"경기도","구리시","추정사업비계 (백만원)",2022,24780
"경기도","안성시","(부분)미집행결정면적 (㎡)",2013,135689
"경기도","안성시","(부분)미집행결정면적 (㎡)",2014,139116
"경기도","안성시","(부분)미집행결정면적 (㎡)",2015,85282
"경기도","안성시","(부분)미집행결정면적 (㎡)",2016,73907
"경기도","안성시","(부분)미집행결정면적 (㎡)",2017,73907
"경기도","안성시","(부분)미집행결정면적 (㎡)",2018,73907
"경기도","안성시","(부분)미집행결정면적 (㎡)",2020,62480
"경기도","안성시","(부분)미집행결정면적 (㎡)",2021,62408
"경기도","안성시","(부분)미집행결정면적 (㎡)",2022,75747
"경기도","안성시","집행면적 (㎡)",2013,0
"경기도","안성시","집행면적 (㎡)",2014,0
"경기도","안성시","집행면적 (㎡)",2015,0
"경기도","안성시","집행면적 (㎡)",2016,9630
"경기도","안성시","집행면적 (㎡)",2017,9630
"경기도","안성시","집행면적 (㎡)",2018,9630
"경기도","안성시","집행면적 (㎡)",2020,0
"경기도","안성시","집행면적 (㎡)",2021,0
"경기도","안성시","집행비율 (%)",2013,0.00
"경기도","안성시","집행비율 (%)",2014,0.00
"경기도","안성시","집행비율 (%)",2015,0.00
"경기도","안성시","집행비율 (%)",2016,13.03
"경기도","안성시","집행비율 (%)",2017,13.03
"경기도","안성시","집행비율 (%)",2018,13.03
"경기도","안성시","집행비율 (%)",2020,0.00
"경기도","안성시","집행비율 (%)",2021,0.00
"경기도","안성시","미집행면적 (㎡)",2013,135689
"경기도","안성시","미집행면적 (㎡)",2014,139116
"경기도","안성시","미집행면적 (㎡)",2015,85282
"경기도","안성시","미집행면적 (㎡)",2016,64277
"경기도","안성시","미집행면적 (㎡)",2017,64277
"경기도","안성시","미집행면적 (㎡)",2018,64277
"경기도","안성시","미집행면적 (㎡)",2020,62480
"경기도","안성시","미집행면적 (㎡)",2021,62408
"경기도","안성시","미집행면적 (㎡)",2022,75747
"경기도","안성시","추정사업비계 (백만원)",2013,10529
"경기도","안성시","추정사업비계 (백만원)",2014,10212
"경기도","안성시","추정사업비계 (백만원)",2015,8765
"경기도","안성시","추정사업비계 (백만원)",2016,5765
"경기도","안성시","추정사업비계 (백만원)",2017,5765
"경기도","안성시","추정사업비계 (백만원)",2018,5765
"경기도","안성시","추정사업비계 (백만원)",2020,18159
"경기도","안성시","추정사업비계 (백만원)",2021,19684
"경기도","안성시","추정사업비계 (백만원)",2022,22195
"경기도","포천시","(부분)미집행결정면적 (㎡)",2013,82046
"경기도","포천시","(부분)미집행결정면적 (㎡)",2014,90890
"경기도","포천시","(부분)미집행결정면적 (㎡)",2015,90890
"경기도","포천시","(부분)미집행결정면적 (㎡)",2016,91234
"경기도","포천시","(부분)미집행결정면적 (㎡)",2017,91234
"경기도","포천시","(부분)미집행결정면적 (㎡)",2018,33031
"경기도","포천시","(부분)미집행결정면적 (㎡)",2019,45709
"경기도","포천시","집행면적 (㎡)",2013,45469
"경기도","포천시","집행면적 (㎡)",2014,44503
"경기도","포천시","집행면적 (㎡)",2015,44503
"경기도","포천시","집행면적 (㎡)",2016,44229
"경기도","포천시","집행면적 (㎡)",2017,44229
"경기도","포천시","집행면적 (㎡)",2018,31584
"경기도","포천시","집행면적 (㎡)",2019,31584
"경기도","포천시","집행비율 (%)",2013,55.42
"경기도","포천시","집행비율 (%)",2014,48.96
"경기도","포천시","집행비율 (%)",2015,48.96
"경기도","포천시","집행비율 (%)",2016,48.48
"경기도","포천시","집행비율 (%)",2017,48.48
"경기도","포천시","집행비율 (%)",2018,95.62
"경기도","포천시","집행비율 (%)",2019,69.10
"경기도","포천시","미집행면적 (㎡)",2013,36577
"경기도","포천시","미집행면적 (㎡)",2014,46387
"경기도","포천시","미집행면적 (㎡)",2015,46387
"경기도","포천시","미집행면적 (㎡)",2016,47005
"경기도","포천시","미집행면적 (㎡)",2017,47005
"경기도","포천시","미집행면적 (㎡)",2018,1447
"경기도","포천시","미집행면적 (㎡)",2019,14125
"경기도","포천시","추정사업비계 (백만원)",2013,0
"경기도","포천시","추정사업비계 (백만원)",2014,0
"경기도","포천시","추정사업비계 (백만원)",2015,0
"경기도","포천시","추정사업비계 (백만원)",2016,13481
"경기도","포천시","추정사업비계 (백만원)",2017,13481
"경기도","포천시","추정사업비계 (백만원)",2018,65
"경기도","포천시","추정사업비계 (백만원)",2019,16165
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2013,128182
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2014,115148
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2015,116344
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2016,116344
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2017,116344
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2018,116344
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2019,117514
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2020,117514
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2021,82310
"경기도","의왕시","(부분)미집행결정면적 (㎡)",2022,82310
"경기도","의왕시","집행면적 (㎡)",2013,60001
"경기도","의왕시","집행면적 (㎡)",2014,60001
"경기도","의왕시","집행면적 (㎡)",2015,50491
"경기도","의왕시","집행면적 (㎡)",2016,50491
"경기도","의왕시","집행면적 (㎡)",2017,50491
"경기도","의왕시","집행면적 (㎡)",2018,50491
"경기도","의왕시","집행면적 (㎡)",2019,60001
"경기도","의왕시","집행면적 (㎡)",2020,60001
"경기도","의왕시","집행면적 (㎡)",2021,50491
"경기도","의왕시","집행면적 (㎡)",2022,50491
"경기도","의왕시","집행비율 (%)",2013,46.81
"경기도","의왕시","집행비율 (%)",2014,52.11
"경기도","의왕시","집행비율 (%)",2015,43.40
"경기도","의왕시","집행비율 (%)",2016,43.40
"경기도","의왕시","집행비율 (%)",2017,43.40
"경기도","의왕시","집행비율 (%)",2018,43.40
"경기도","의왕시","집행비율 (%)",2019,51.06
"경기도","의왕시","집행비율 (%)",2020,51.06
"경기도","의왕시","집행비율 (%)",2021,61.34
"경기도","의왕시","집행비율 (%)",2022,61.34
"경기도","의왕시","미집행면적 (㎡)",2013,68181
"경기도","의왕시","미집행면적 (㎡)",2014,55147
"경기도","의왕시","미집행면적 (㎡)",2015,65853
"경기도","의왕시","미집행면적 (㎡)",2016,65853
"경기도","의왕시","미집행면적 (㎡)",2017,65853
"경기도","의왕시","미집행면적 (㎡)",2018,65853
"경기도","의왕시","미집행면적 (㎡)",2019,57513
"경기도","의왕시","미집행면적 (㎡)",2020,57513
"경기도","의왕시","미집행면적 (㎡)",2021,31819
"경기도","의왕시","미집행면적 (㎡)",2022,31819
"경기도","의왕시","추정사업비계 (백만원)",2013,48689
"경기도","의왕시","추정사업비계 (백만원)",2014,48689
"경기도","의왕시","추정사업비계 (백만원)",2015,212252
"경기도","의왕시","추정사업비계 (백만원)",2016,212252
"경기도","의왕시","추정사업비계 (백만원)",2017,212252
"경기도","의왕시","추정사업비계 (백만원)",2018,212252
"경기도","의왕시","추정사업비계 (백만원)",2019,212252
"경기도","의왕시","추정사업비계 (백만원)",2020,212252
"경기도","의왕시","추정사업비계 (백만원)",2021,55258
"경기도","의왕시","추정사업비계 (백만원)",2022,55258
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2013,80705
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2014,80705
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2015,80705
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2016,80831
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2017,80831
"경기도","동두천시","(부분)미집행결정면적 (㎡)",2018,80831
"경기도","동두천시","집행면적 (㎡)",2013,0
"경기도","동두천시","집행면적 (㎡)",2014,0
"경기도","동두천시","집행면적 (㎡)",2015,0
"경기도","동두천시","집행면적 (㎡)",2016,0
"경기도","동두천시","집행면적 (㎡)",2017,0
"경기도","동두천시","집행면적 (㎡)",2018,0
"경기도","동두천시","집행비율 (%)",2013,0.00
"경기도","동두천시","집행비율 (%)",2014,0.00
"경기도","동두천시","집행비율 (%)",2015,0.00
"경기도","동두천시","집행비율 (%)",2016,0.00
"경기도","동두천시","집행비율 (%)",2017,0.00
"경기도","동두천시","집행비율 (%)",2018,0.00
"경기도","동두천시","미집행면적 (㎡)",2013,80705
"경기도","동두천시","미집행면적 (㎡)",2014,80705
"경기도","동두천시","미집행면적 (㎡)",2015,80705
"경기도","동두천시","미집행면적 (㎡)",2016,80831
"경기도","동두천시","미집행면적 (㎡)",2017,80831
"경기도","동두천시","미집행면적 (㎡)",2018,80831
"경기도","동두천시","추정사업비계 (백만원)",2013,32412
"경기도","동두천시","추정사업비계 (백만원)",2014,32412
"경기도","동두천시","추정사업비계 (백만원)",2015,32412
"경기도","동두천시","추정사업비계 (백만원)",2016,32794
"경기도","동두천시","추정사업비계 (백만원)",2017,32794
"경기도","동두천시","추정사업비계 (백만원)",2018,32794
"경기도","가평군","(부분)미집행결정면적 (㎡)",2013,55265
"경기도","가평군","(부분)미집행결정면적 (㎡)",2014,16408
"경기도","가평군","(부분)미집행결정면적 (㎡)",2015,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2016,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2017,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2018,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2019,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2020,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2021,16407
"경기도","가평군","(부분)미집행결정면적 (㎡)",2022,16407
"경기도","가평군","집행면적 (㎡)",2013,34966
"경기도","가평군","집행면적 (㎡)",2014,0
"경기도","가평군","집행면적 (㎡)",2015,0
"경기도","가평군","집행면적 (㎡)",2016,0
"경기도","가평군","집행면적 (㎡)",2017,0
"경기도","가평군","집행면적 (㎡)",2018,0
"경기도","가평군","집행면적 (㎡)",2019,0
"경기도","가평군","집행면적 (㎡)",2020,0
"경기도","가평군","집행면적 (㎡)",2021,0
"경기도","가평군","집행비율 (%)",2013,63.27
