"소재지(시군구)별","교육과정별","시점","시설수[개]","면적[㎡]",
"양주시","계","2018 년","96","1677386",
"양주시","계","2019 년","97","1690231",
"양주시","계","2020 년","97","1690347",
"양주시","계","2021 년","97","1673030",
"양주시","계","2022 년","97","1673030",
"양주시","유치원","2013 년","2","2441",
"양주시","유치원","2014 년","2","2442",
"양주시","유치원","2015 년","2","2442",
"양주시","유치원","2016 년","3","12054",
"양주시","유치원","2017 년","3","12054",
"양주시","유치원","2018 년","3","12054",
"양주시","유치원","2019 년","3","12053",
"양주시","유치원","2020 년","3","12053",
"양주시","유치원","2021 년","3","12053",
"양주시","유치원","2022 년","3","12053",
"양주시","초등학교","2013 년","59","749068",
"양주시","초등학교","2014 년","58","740465",
"양주시","초등학교","2015 년","58","735532",
"양주시","초등학교","2016 년","58","743303",
"양주시","초등학교","2017 년","57","729814",
"양주시","초등학교","2018 년","57","729814",
"양주시","초등학교","2019 년","58","742727",
"양주시","초등학교","2020 년","58","742843",
"양주시","초등학교","2021 년","58","742871",
"양주시","초등학교","2022 년","58","742871",
"양주시","중학교","2013 년","20","293143",
"양주시","중학교","2014 년","20","299827",
"양주시","중학교","2015 년","20","299820",
"양주시","중학교","2016 년","18","268569",
"양주시","중학교","2017 년","18","268569",
"양주시","중학교","2018 년","18","268569",
"양주시","중학교","2019 년","18","268502",
"양주시","중학교","2020 년","18","268502",
"양주시","중학교","2021 년","18","268502",
"양주시","중학교","2022 년","18","268502",
"양주시","고등학교","2013 년","15","228920",
"양주시","고등학교","2014 년","15","230610",
"양주시","고등학교","2015 년","14","216589",
"양주시","고등학교","2016 년","15","230844",
"양주시","고등학교","2017 년","14","218490",
"양주시","고등학교","2018 년","14","218371",
"양주시","고등학교","2019 년","14","218371",
"양주시","고등학교","2020 년","14","218371",
"양주시","고등학교","2021 년","14","218371",
"양주시","고등학교","2022 년","14","218371",
"양주시","특수학교","2013 년","0","0",
"양주시","특수학교","2014 년","0","0",
"양주시","특수학교","2015 년","1","14123",
"양주시","특수학교","2016 년","1","12828",
"양주시","특수학교","2017 년","1","12828",
"양주시","특수학교","2018 년","1","12828",
"양주시","특수학교","2019 년","1","12828",
"양주시","특수학교","2020 년","1","12828",
"양주시","특수학교","2021 년","1","12828",
"양주시","특수학교","2022 년","1","12828",
"양주시","대학(교)","2013 년","4","531647",
"양주시","대학(교)","2014 년","4","544486",
"양주시","대학(교)","2015 년","4","552202",
"양주시","대학(교)","2016 년","3","435750",
"양주시","대학(교)","2017 년","3","435750",
"양주시","대학(교)","2018 년","3","435750",
"양주시","대학(교)","2019 년","3","435750",
"양주시","대학(교)","2020 년","3","435750",
"양주시","대학(교)","2021 년","3","418405",
"양주시","대학(교)","2022 년","3","418405",
"양주시","각종학교","2013 년","0","0",
"양주시","각종학교","2014 년","0","0",
"양주시","각종학교","2015 년","0","0",
"양주시","각종학교","2016 년","0","0",
"양주시","각종학교","2017 년","0","0",
"양주시","각종학교","2018 년","0","0",
"양주시","각종학교","2019 년","0","0",
"양주시","각종학교","2020 년","0","0",
"양주시","각종학교","2021 년","0","0",
"오산시","계","2013 년","56","1384946",
"오산시","계","2014 년","60","1425124",
"오산시","계","2015 년","59","1414009",
"오산시","계","2016 년","60","1426615",
"오산시","계","2017 년","60","1426615",
"오산시","계","2018 년","60","1426541",
"오산시","계","2019 년","60","1427520",
"오산시","계","2020 년","60","1429093",
"오산시","계","2021 년","60","1429093",
"오산시","계","2022 년","60","1429094",
"오산시","유치원","2013 년","0","0",
"오산시","유치원","2014 년","0","0",
"오산시","유치원","2015 년","0","0",
"오산시","유치원","2016 년","0","0",
"오산시","유치원","2017 년","0","0",
"오산시","유치원","2018 년","0","0",
"오산시","유치원","2019 년","1","3007",
"오산시","유치원","2020 년","1","3007",
"오산시","유치원","2021 년","1","3007",
"오산시","유치원","2022 년","1","3007",
"오산시","초등학교","2013 년","28","369441",
"오산시","초등학교","2014 년","33","420978",
"오산시","초등학교","2015 년","32","409115",
"오산시","초등학교","2016 년","33","421725",
"오산시","초등학교","2017 년","33","421725",
"오산시","초등학교","2018 년","33","421651",
"오산시","초등학교","2019 년","32","419623",
"오산시","초등학교","2020 년","32","421196",
"오산시","초등학교","2021 년","32","421196",
"오산시","초등학교","2022 년","32","421507",
"오산시","중학교","2013 년","14","182175",
"오산시","중학교","2014 년","14","184138",
"오산시","중학교","2015 년","14","184148",
"오산시","중학교","2016 년","14","184148",
"오산시","중학교","2017 년","14","184148",
"오산시","중학교","2018 년","14","184148",
"오산시","중학교","2019 년","14","184148",
"오산시","중학교","2020 년","14","184148",
"오산시","중학교","2021 년","14","184148",
"오산시","중학교","2022 년","14","183838",
"오산시","고등학교","2013 년","11","188497",
"오산시","고등학교","2014 년","10","174497",
"오산시","고등학교","2015 년","10","174499",
"오산시","고등학교","2016 년","10","174495",
"오산시","고등학교","2017 년","10","174495",
"오산시","고등학교","2018 년","10","174495",
"오산시","고등학교","2019 년","10","174495",
"오산시","고등학교","2020 년","10","174495",
"오산시","고등학교","2021 년","10","174495",
"오산시","고등학교","2022 년","10","174495",
"오산시","특수학교","2013 년","1","6239",
"오산시","특수학교","2014 년","1","6239",
"오산시","특수학교","2015 년","1","6239",
"오산시","특수학교","2016 년","1","6239",
"오산시","특수학교","2017 년","1","6239",
"오산시","특수학교","2018 년","1","6239",
"오산시","특수학교","2019 년","1","6239",
"오산시","특수학교","2020 년","1","6239",
"오산시","특수학교","2021 년","1","6239",
"오산시","특수학교","2022 년","1","6239",
"오산시","대학(교)","2013 년","2","638594",
"오산시","대학(교)","2014 년","2","639272",
"오산시","대학(교)","2015 년","2","640008",
"오산시","대학(교)","2016 년","2","640008",
"오산시","대학(교)","2017 년","2","640008",
"오산시","대학(교)","2018 년","2","640008",
"오산시","대학(교)","2019 년","2","640008",
"오산시","대학(교)","2020 년","2","640008",
"오산시","대학(교)","2021 년","2","640008",
"오산시","대학(교)","2022 년","2","640008",
"오산시","각종학교","2013 년","0","0",
"오산시","각종학교","2014 년","0","0",
"오산시","각종학교","2015 년","0","0",
"오산시","각종학교","2016 년","0","0",
"오산시","각종학교","2017 년","0","0",
"오산시","각종학교","2018 년","0","0",
"오산시","각종학교","2019 년","0","0",
"오산시","각종학교","2020 년","0","0",
"오산시","각종학교","2021 년","0","0",
"구리시","계","2013 년","39","646477",
"구리시","계","2014 년","39","637817",
"구리시","계","2015 년","39","637817",
"구리시","계","2016 년","39","637817",
"구리시","계","2017 년","39","629893",
"구리시","계","2018 년","39","629882",
"구리시","계","2019 년","43","662570",
"구리시","계","2020 년","40","615445",
"구리시","계","2021 년","40","615445",
"구리시","계","2022 년","38","592823",
"구리시","유치원","2013 년","1","2000",
"구리시","유치원","2014 년","1","2000",
"구리시","유치원","2015 년","1","2000",
"구리시","유치원","2016 년","1","2000",
"구리시","유치원","2017 년","1","2000",
"구리시","유치원","2018 년","1","2001",
"구리시","유치원","2019 년","3","11570",
"구리시","유치원","2020 년","3","11570",
"구리시","유치원","2021 년","3","11570",
"구리시","유치원","2022 년","3","11570",
"구리시","초등학교","2013 년","20","243902",
"구리시","초등학교","2014 년","20","243902",
"구리시","초등학교","2015 년","20","243902",
"구리시","초등학교","2016 년","20","243902",
"구리시","초등학교","2017 년","20","243902",
"구리시","초등학교","2018 년","20","243899",
"구리시","초등학교","2019 년","21","254983",
"구리시","초등학교","2020 년","20","240017",
"구리시","초등학교","2021 년","20","240017",
"구리시","초등학교","2022 년","19","228532",
"구리시","중학교","2013 년","9","113950",
"구리시","중학교","2014 년","9","113950",
"구리시","중학교","2015 년","9","113950",
"구리시","중학교","2016 년","9","113950",
"구리시","중학교","2017 년","9","113950",
"구리시","중학교","2018 년","9","113941",
"구리시","중학교","2019 년","10","125976",
"구리시","중학교","2020 년","9","113427",
"구리시","중학교","2021 년","9","113427",
"구리시","중학교","2022 년","8","101100",
"구리시","고등학교","2013 년","8","267025",
"구리시","고등학교","2014 년","8","258365",
"구리시","고등학교","2015 년","8","258365",
"구리시","고등학교","2016 년","8","258365",
"구리시","고등학교","2017 년","8","250431",
"구리시","고등학교","2018 년","8","250431",
"구리시","고등학교","2019 년","8","250431",
"구리시","고등학교","2020 년","8","250431",
"구리시","고등학교","2021 년","8","250431",
"구리시","고등학교","2022 년","8","251621",
"구리시","특수학교","2013 년","1","19600",
"구리시","특수학교","2014 년","1","19600",
"구리시","특수학교","2015 년","1","19600",
"구리시","특수학교","2016 년","1","19600",
"구리시","특수학교","2017 년","1","19610",
"구리시","특수학교","2018 년","1","19610",
"구리시","특수학교","2019 년","1","19610",
"구리시","특수학교","2020 년","0","0",
"구리시","특수학교","2021 년","0","0",
"구리시","대학(교)","2013 년","0","0",
"구리시","대학(교)","2014 년","0","0",
"구리시","대학(교)","2015 년","0","0",
"구리시","대학(교)","2016 년","0","0",
"구리시","대학(교)","2017 년","0","0",
"구리시","대학(교)","2018 년","0","0",
"구리시","대학(교)","2019 년","0","0",
"구리시","대학(교)","2020 년","0","0",
"구리시","대학(교)","2021 년","0","0",
"구리시","각종학교","2013 년","0","0",
"구리시","각종학교","2014 년","0","0",
"구리시","각종학교","2015 년","0","0",
"구리시","각종학교","2016 년","0","0",
"구리시","각종학교","2017 년","0","0",
"구리시","각종학교","2018 년","0","0",
"구리시","각종학교","2019 년","0","0",
"구리시","각종학교","2020 년","0","0",
"구리시","각종학교","2021 년","0","0",
"안성시","계","2013 년","54","3410033",
"안성시","계","2014 년","54","3413621",
"안성시","계","2015 년","55","3418556",
"안성시","계","2016 년","53","3383024",
"안성시","계","2017 년","53","3383024",
"안성시","계","2018 년","65","3522229",
"안성시","계","2019 년","65","3521726",
"안성시","계","2020 년","72","3612741",
"안성시","계","2021 년","70","3578892",
"안성시","계","2022 년","71","3591654",
"안성시","유치원","2013 년","0","0",
"안성시","유치원","2014 년","0","0",
"안성시","유치원","2015 년","1","2962",
"안성시","유치원","2016 년","1","2962",
"안성시","유치원","2017 년","1","2962",
"안성시","유치원","2018 년","1","2962",
"안성시","유치원","2019 년","1","2962",
"안성시","유치원","2020 년","1","2962",
"안성시","유치원","2021 년","1","2962",
"안성시","유치원","2022 년","1","2962",
"안성시","초등학교","2013 년","26","448854",
"안성시","초등학교","2014 년","27","464878",
"안성시","초등학교","2015 년","27","466780",
"안성시","초등학교","2016 년","25","437395",
"안성시","초등학교","2017 년","25","437395",
"안성시","초등학교","2018 년","37","577302",
"안성시","초등학교","2019 년","37","577303",
"안성시","초등학교","2020 년","42","641368",
"안성시","초등학교","2021 년","40","607519",
"안성시","초등학교","2022 년","41","620281",
"안성시","중학교","2013 년","12","224663",
"안성시","중학교","2014 년","11","212227",
"안성시","중학교","2015 년","11","212297",
"안성시","중학교","2016 년","11","212297",
"안성시","중학교","2017 년","11","212297",
"안성시","중학교","2018 년","11","212297",
"안성시","중학교","2019 년","11","212297",
"안성시","중학교","2020 년","12","225533",
"안성시","중학교","2021 년","12","225533",
"안성시","중학교","2022 년","12","225533",
"안성시","고등학교","2013 년","9","299116",
"안성시","고등학교","2014 년","9","299116",
"안성시","고등학교","2015 년","9","299117",
"안성시","고등학교","2016 년","9","293200",
"안성시","고등학교","2017 년","9","293200",
"안성시","고등학교","2018 년","9","292498",
"안성시","고등학교","2019 년","9","292171",
"안성시","고등학교","2020 년","10","306011",
"안성시","고등학교","2021 년","10","306011",
"안성시","고등학교","2022 년","10","306011",
"안성시","특수학교","2013 년","1","9630",
"안성시","특수학교","2014 년","1","9630",
"안성시","특수학교","2015 년","1","9630",
"안성시","특수학교","2016 년","1","9907",
"안성시","특수학교","2017 년","1","9907",
"안성시","특수학교","2018 년","1","9907",
"안성시","특수학교","2019 년","1","9907",
"안성시","특수학교","2020 년","1","9907",
"안성시","특수학교","2021 년","1","9907",
"안성시","특수학교","2022 년","1","9907",
"안성시","대학(교)","2013 년","6","2427770",
"안성시","대학(교)","2014 년","6","2427770",
"안성시","대학(교)","2015 년","6","2427770",
"안성시","대학(교)","2016 년","6","2427263",
"안성시","대학(교)","2017 년","6","2427263",
"안성시","대학(교)","2018 년","6","2427263",
"안성시","대학(교)","2019 년","6","2427086",
"안성시","대학(교)","2020 년","6","2426960",
"안성시","대학(교)","2021 년","6","2426960",
"안성시","대학(교)","2022 년","6","2426960",
"안성시","각종학교","2013 년","0","0",
"안성시","각종학교","2014 년","0","0",
"안성시","각종학교","2015 년","0","0",
"안성시","각종학교","2016 년","0","0",
"안성시","각종학교","2017 년","0","0",
"안성시","각종학교","2018 년","0","0",
"안성시","각종학교","2019 년","0","0",
"안성시","각종학교","2020 년","0","0",
"안성시","각종학교","2021 년","0","0",
"포천시","계","2013 년","56","2081898",
"포천시","계","2014 년","57","2095241",
"포천시","계","2015 년","57","2095241",
"포천시","계","2016 년","57","2097822",
"포천시","계","2017 년","57","2097822",
"포천시","계","2018 년","53","2067870",
"포천시","계","2019 년","54","2080548",
"포천시","계","2020 년","55","2109352",
"포천시","계","2021 년","55","2109352",
"포천시","계","2022 년","55","2109352",
"포천시","유치원","2013 년","0","0",
"포천시","유치원","2014 년","0","0",
"포천시","유치원","2015 년","0","0",
"포천시","유치원","2016 년","0","0",
"포천시","유치원","2017 년","0","0",
"포천시","유치원","2018 년","0","0",
"포천시","유치원","2019 년","0","0",
"포천시","유치원","2020 년","0","0",
"포천시","유치원","2021 년","0","0",
"포천시","초등학교","2013 년","33","515692",
"포천시","초등학교","2014 년","34","527692",
"포천시","초등학교","2015 년","34","527692",
"포천시","초등학교","2016 년","34","530273",
"포천시","초등학교","2017 년","34","530273",
"포천시","초등학교","2018 년","31","500102",
"포천시","초등학교","2019 년","32","512780",
"포천시","초등학교","2020 년","33","541584",
"포천시","초등학교","2021 년","33","541584",
"포천시","초등학교","2022 년","33","541584",
"포천시","중학교","2013 년","13","274929",
"포천시","중학교","2014 년","13","274929",
"포천시","중학교","2015 년","13","274929",
"포천시","중학교","2016 년","13","274929",
"포천시","중학교","2017 년","13","274929",
"포천시","중학교","2018 년","12","271863",
"포천시","중학교","2019 년","12","271863",
"포천시","중학교","2020 년","12","271863",
"포천시","중학교","2021 년","12","271863",
"포천시","중학교","2022 년","12","271863",
"포천시","고등학교","2013 년","7","222660",
"포천시","고등학교","2014 년","7","224003",
"포천시","고등학교","2015 년","7","224003",
"포천시","고등학교","2016 년","7","224003",
"포천시","고등학교","2017 년","7","224003",
"포천시","고등학교","2018 년","7","227288",
"포천시","고등학교","2019 년","7","227288",
"포천시","고등학교","2020 년","7","227288",
"포천시","고등학교","2021 년","7","227288",
"포천시","고등학교","2022 년","7","227288",
"포천시","특수학교","2013 년","0","0",
"포천시","특수학교","2014 년","0","0",
"포천시","특수학교","2015 년","0","0",
"포천시","특수학교","2016 년","0","0",
"포천시","특수학교","2017 년","0","0",
"포천시","특수학교","2018 년","0","0",
"포천시","특수학교","2019 년","0","0",
"포천시","특수학교","2020 년","0","0",
"포천시","특수학교","2021 년","0","0",
"포천시","대학(교)","2013 년","3","1068617",
"포천시","대학(교)","2014 년","3","1068617",
"포천시","대학(교)","2015 년","3","1068617",
"포천시","대학(교)","2016 년","3","1068617",
"포천시","대학(교)","2017 년","3","1068617",
"포천시","대학(교)","2018 년","3","1068617",
"포천시","대학(교)","2019 년","3","1068617",
"포천시","대학(교)","2020 년","3","1068617",
"포천시","대학(교)","2021 년","3","1068617",
"포천시","대학(교)","2022 년","3","1068617",
"포천시","각종학교","2013 년","0","0",
"포천시","각종학교","2014 년","0","0",
"포천시","각종학교","2015 년","0","0",
"포천시","각종학교","2016 년","0","0",
"포천시","각종학교","2017 년","0","0",
"포천시","각종학교","2018 년","0","0",
"포천시","각종학교","2019 년","0","0",
"포천시","각종학교","2020 년","0","0",
"포천시","각종학교","2021 년","0","0",
"의왕시","계","2013 년","30","489399",
"의왕시","계","2014 년","31","491766",
"의왕시","계","2015 년","31","496758",
"의왕시","계","2016 년","32","508337",
"의왕시","계","2017 년","33","520843",
"의왕시","계","2018 년","33","520843",
"의왕시","계","2019 년","34","536599",
"의왕시","계","2020 년","34","536599",
"의왕시","계","2021 년","34","539599",
"의왕시","계","2022 년","34","539599",
"의왕시","유치원","2013 년","0","0",
"의왕시","유치원","2014 년","1","2367",
"의왕시","유치원","2015 년","1","2845",
"의왕시","유치원","2016 년","1","2845",
"의왕시","유치원","2017 년","1","2845",
"의왕시","유치원","2018 년","1","2845",
"의왕시","유치원","2019 년","1","2845",
"의왕시","유치원","2020 년","1","2845",
"의왕시","유치원","2021 년","1","2845",
"의왕시","유치원","2022 년","1","2845",
"의왕시","초등학교","2013 년","14","176069",
"의왕시","초등학교","2014 년","14","176069",
"의왕시","초등학교","2015 년","15","192420",
"의왕시","초등학교","2016 년","16","203999",
"의왕시","초등학교","2017 년","17","216505",
"의왕시","초등학교","2018 년","17","216505",
"의왕시","초등학교","2019 년","17","216927",
"의왕시","초등학교","2020 년","17","216927",
"의왕시","초등학교","2021 년","17","219927",
"의왕시","초등학교","2022 년","17","219927",
"의왕시","중학교","2013 년","8","97511",
"의왕시","중학교","2014 년","8","97511",
"의왕시","중학교","2015 년","7","85673",
"의왕시","중학교","2016 년","7","85673",
"의왕시","중학교","2017 년","7","85673",
"의왕시","중학교","2018 년","7","85673",
"의왕시","중학교","2019 년","7","85643",
"의왕시","중학교","2020 년","7","85643",
"의왕시","중학교","2021 년","7","85643",
"의왕시","중학교","2022 년","7","85643",
"의왕시","고등학교","2013 년","6","102704",
"의왕시","고등학교","2014 년","6","102704",
"의왕시","고등학교","2015 년","6","102705",
"의왕시","고등학교","2016 년","6","102705",
"의왕시","고등학교","2017 년","6","102705",
"의왕시","고등학교","2018 년","6","102705",
"의왕시","고등학교","2019 년","6","102705",
"의왕시","고등학교","2020 년","6","102705",
"의왕시","고등학교","2021 년","6","102705",
"의왕시","고등학교","2022 년","6","102705",
"의왕시","특수학교","2013 년","0","0",
"의왕시","특수학교","2014 년","0","0",
"의왕시","특수학교","2015 년","0","0",
"의왕시","특수학교","2016 년","0","0",
"의왕시","특수학교","2017 년","0","0",
"의왕시","특수학교","2018 년","0","0",
"의왕시","특수학교","2019 년","1","15364",
"의왕시","특수학교","2020 년","1","15364",
"의왕시","특수학교","2021 년","1","15364",
"의왕시","특수학교","2022 년","1","15364",
"의왕시","대학(교)","2013 년","2","113115",
"의왕시","대학(교)","2014 년","2","113115",
"의왕시","대학(교)","2015 년","2","113115",
"의왕시","대학(교)","2016 년","2","113115",
"의왕시","대학(교)","2017 년","2","113115",
"의왕시","대학(교)","2018 년","2","113115",
"의왕시","대학(교)","2019 년","2","113115",
"의왕시","대학(교)","2020 년","2","113115",
"의왕시","대학(교)","2021 년","2","113115",
"의왕시","대학(교)","2022 년","2","113115",
"의왕시","각종학교","2013 년","0","0",
"의왕시","각종학교","2014 년","0","0",
"의왕시","각종학교","2015 년","0","0",
"의왕시","각종학교","2016 년","0","0",
"의왕시","각종학교","2017 년","0","0",
"의왕시","각종학교","2018 년","0","0",
"의왕시","각종학교","2019 년","0","0",
"의왕시","각종학교","2020 년","0","0",
"의왕시","각종학교","2021 년","0","0",
"하남시","계","2013 년","53","615530",
"하남시","계","2014 년","56","621106",
"하남시","계","2015 년","56","621570",
"하남시","계","2016 년","56","621841",
"하남시","계","2017 년","56","621841",
"하남시","계","2018 년","56","621841",
"하남시","계","2019 년","56","621841",
"하남시","계","2020 년","56","621841",
"하남시","계","2021 년","76","830830",
"하남시","계","2022 년","76","830830",
"하남시","유치원","2013 년","4","5321",
"하남시","유치원","2014 년","7","11172",
"하남시","유치원","2015 년","7","11172",
"하남시","유치원","2016 년","7","11172",
"하남시","유치원","2017 년","7","11172",
"하남시","유치원","2018 년","7","11172",
"하남시","유치원","2019 년","7","11172",
"하남시","유치원","2020 년","7","11172",
"하남시","유치원","2021 년","14","33166",
"하남시","유치원","2022 년","14","33166",
"하남시","초등학교","2013 년","23","287577",
"하남시","초등학교","2014 년","23","287305",
"하남시","초등학교","2015 년","23","287832",
"하남시","초등학교","2016 년","23","288103",
"하남시","초등학교","2017 년","23","288103",
"하남시","초등학교","2018 년","23","288103",
"하남시","초등학교","2019 년","23","288103",
"하남시","초등학교","2020 년","23","288103",
"하남시","초등학교","2021 년","30","387368",
"하남시","초등학교","2022 년","30","387368",
"하남시","중학교","2013 년","13","160340",
"하남시","중학교","2014 년","13","160338",
"하남시","중학교","2015 년","13","160338",
"하남시","중학교","2016 년","13","160338",
"하남시","중학교","2017 년","13","160338",
"하남시","중학교","2018 년","13","160338",
"하남시","중학교","2019 년","13","160338",
"하남시","중학교","2020 년","13","160338",
"하남시","중학교","2021 년","17","216691",
"하남시","중학교","2022 년","17","216691",
"하남시","고등학교","2013 년","12","155180",
"하남시","고등학교","2014 년","12","155179",
"하남시","고등학교","2015 년","12","155116",
"하남시","고등학교","2016 년","12","155116",
"하남시","고등학교","2017 년","12","155116",
"하남시","고등학교","2018 년","12","155116",
"하남시","고등학교","2019 년","12","155116",
"하남시","고등학교","2020 년","12","155116",
"하남시","고등학교","2021 년","14","185976",
"하남시","고등학교","2022 년","14","185976",
"하남시","특수학교","2013 년","1","7112",
"하남시","특수학교","2014 년","1","7112",
"하남시","특수학교","2015 년","1","7112",
"하남시","특수학교","2016 년","1","7112",
"하남시","특수학교","2017 년","1","7112",
"하남시","특수학교","2018 년","1","7112",
"하남시","특수학교","2019 년","1","7112",
"하남시","특수학교","2020 년","1","7112",
"하남시","특수학교","2021 년","1","7629",
"하남시","특수학교","2022 년","1","7629",
"하남시","대학(교)","2013 년","0","0",
"하남시","대학(교)","2014 년","0","0",
"하남시","대학(교)","2015 년","0","0",
"하남시","대학(교)","2016 년","0","0",
"하남시","대학(교)","2017 년","0","0",
"하남시","대학(교)","2018 년","0","0",
"하남시","대학(교)","2019 년","0","0",
"하남시","대학(교)","2020 년","0","0",
"하남시","대학(교)","2021 년","0","0",
"하남시","각종학교","2013 년","0","0",
"하남시","각종학교","2014 년","0","0",
"하남시","각종학교","2015 년","0","0",
"하남시","각종학교","2016 년","0","0",
"하남시","각종학교","2017 년","0","0",
"하남시","각종학교","2018 년","0","0",
"하남시","각종학교","2019 년","0","0",
"하남시","각종학교","2020 년","0","0",
"하남시","각종학교","2021 년","0","0",
"여주시","계","2013 년","44","1631926",
"여주시","계","2014 년","44","1631926",
"여주시","계","2015 년","44","1628828",
"여주시","계","2016 년","44","1628828",
"여주시","계","2017 년","44","1629229",
"여주시","계","2018 년","47","1657506",
"여주시","계","2019 년","47","1657506",
"여주시","계","2020 년","47","1657506",
"여주시","계","2021 년","47","1657506",
"여주시","계","2022 년","48","1548203",
"여주시","유치원","2013 년","0","0",
"여주시","유치원","2014 년","0","0",
"여주시","유치원","2015 년","0","0",
"여주시","유치원","2016 년","0","0",
"여주시","유치원","2017 년","0","0",
"여주시","유치원","2018 년","1","4017",
"여주시","유치원","2019 년","1","4017",
"여주시","유치원","2020 년","1","4017",
"여주시","유치원","2021 년","1","4017",
"여주시","유치원","2022 년","1","4017",
"여주시","초등학교","2013 년","29","421530",
"여주시","초등학교","2014 년","29","421530",
"여주시","초등학교","2015 년","29","421530",
"여주시","초등학교","2016 년","29","421530",
"여주시","초등학교","2017 년","29","421530",
"여주시","초등학교","2018 년","30","434031",
"여주시","초등학교","2019 년","30","434031",
"여주시","초등학교","2020 년","30","434031",
"여주시","초등학교","2021 년","30","434031",
"여주시","초등학교","2022 년","30","429591",
"여주시","중학교","2013 년","7","174218",
"여주시","중학교","2014 년","7","174218",
"여주시","중학교","2015 년","7","174218",
"여주시","중학교","2016 년","7","174218",
"여주시","중학교","2017 년","7","174218",
"여주시","중학교","2018 년","8","185977",
"여주시","중학교","2019 년","8","185977",
"여주시","중학교","2020 년","8","185977",
"여주시","중학교","2021 년","8","185977",
"여주시","중학교","2022 년","8","185317",
"여주시","고등학교","2013 년","7","574077",
"여주시","고등학교","2014 년","7","574077",
"여주시","고등학교","2015 년","7","570979",
"여주시","고등학교","2016 년","7","570979",
"여주시","고등학교","2017 년","7","571380",
"여주시","고등학교","2018 년","7","571380",
"여주시","고등학교","2019 년","7","571380",
"여주시","고등학교","2020 년","7","571380",
"여주시","고등학교","2021 년","7","571380",
"여주시","고등학교","2022 년","8","616098",
"여주시","특수학교","2013 년","0","0",
"여주시","특수학교","2014 년","0","0",
"여주시","특수학교","2015 년","0","0",
"여주시","특수학교","2016 년","0","0",
"여주시","특수학교","2017 년","0","0",
"여주시","특수학교","2018 년","0","0",
"여주시","특수학교","2019 년","0","0",
"여주시","특수학교","2020 년","0","0",
"여주시","특수학교","2021 년","0","0",
"여주시","대학(교)","2013 년","1","462101",
"여주시","대학(교)","2014 년","1","462101",
"여주시","대학(교)","2015 년","1","462101",
"여주시","대학(교)","2016 년","1","462101",
"여주시","대학(교)","2017 년","1","462101",
"여주시","대학(교)","2018 년","1","462101",
"여주시","대학(교)","2019 년","1","462101",
"여주시","대학(교)","2020 년","1","462101",
"여주시","대학(교)","2021 년","1","462101",
"여주시","대학(교)","2022 년","1","313180",
"여주시","각종학교","2013 년","0","0",
"여주시","각종학교","2014 년","0","0",
"여주시","각종학교","2015 년","0","0",
"여주시","각종학교","2016 년","0","0",
"여주시","각종학교","2017 년","0","0",
"여주시","각종학교","2018 년","0","0",
"여주시","각종학교","2019 년","0","0",
"여주시","각종학교","2020 년","0","0",
"여주시","각종학교","2021 년","0","0",
"양평군","계","2013 년","40","783621",
"양평군","계","2014 년","40","783621",
"양평군","계","2015 년","40","783621",
"양평군","계","2016 년","40","783621",
"양평군","계","2017 년","40","783621",
"양평군","계","2018 년","40","783621",
"양평군","계","2019 년","40","783621",
"양평군","계","2020 년","40","783621",
"양평군","계","2021 년","40","785488",
"양평군","계","2022 년","40","785172",
"양평군","유치원","2013 년","0","0",
"양평군","유치원","2014 년","0","0",
"양평군","유치원","2015 년","0","0",
"양평군","유치원","2016 년","0","0",
"양평군","유치원","2017 년","0","0",
"양평군","유치원","2018 년","0","0",
"양평군","유치원","2019 년","0","0",
"양평군","유치원","2020 년","0","0",
"양평군","유치원","2021 년","0","0",
"양평군","초등학교","2013 년","27","360017",
"양평군","초등학교","2014 년","27","360017",
"양평군","초등학교","2015 년","27","360017",
"양평군","초등학교","2016 년","27","360017",
"양평군","초등학교","2017 년","27","360017",
"양평군","초등학교","2018 년","27","360017",
"양평군","초등학교","2019 년","27","360017",
"양평군","초등학교","2020 년","27","360017",
"양평군","초등학교","2021 년","27","361258",
"양평군","초등학교","2022 년","27","361258",
"양평군","중학교","2013 년","10","232692",
"양평군","중학교","2014 년","10","232692",
"양평군","중학교","2015 년","10","232692",
"양평군","중학교","2016 년","10","232692",
"양평군","중학교","2017 년","10","232692",
"양평군","중학교","2018 년","10","232692",
"양평군","중학교","2019 년","10","232692",
"양평군","중학교","2020 년","10","232692",
"양평군","중학교","2021 년","10","233318",
"양평군","중학교","2022 년","10","233002",
"양평군","고등학교","2013 년","2","69589",
"양평군","고등학교","2014 년","2","69589",
"양평군","고등학교","2015 년","2","69589",
"양평군","고등학교","2016 년","2","69589",
"양평군","고등학교","2017 년","2","69589",
"양평군","고등학교","2018 년","2","69589",
"양평군","고등학교","2019 년","2","69589",
"양평군","고등학교","2020 년","2","69589",
"양평군","고등학교","2021 년","2","69589",
"양평군","고등학교","2022 년","2","69589",
"양평군","특수학교","2013 년","0","0",
"양평군","특수학교","2014 년","0","0",
"양평군","특수학교","2015 년","0","0",
"양평군","특수학교","2016 년","0","0",
"양평군","특수학교","2017 년","0","0",
"양평군","특수학교","2018 년","0","0",
"양평군","특수학교","2019 년","0","0",
"양평군","특수학교","2020 년","0","0",
"양평군","특수학교","2021 년","0","0",
"양평군","대학(교)","2013 년","1","121323",
"양평군","대학(교)","2014 년","1","121323",
"양평군","대학(교)","2015 년","1","121323",
